1.375775659423092	community members
1.3336608333894424	water supply
1.3298630252132508	water committee
1.2975690144792966	water quality
1.2626505561694177	travel team
1.2607844416687066	primary purpose
1.2458112702439226	flow rate
1.2185746342777546	community member
1.2059727689674495	implementation trip
1.205239670036609	storage tank
1.1860533536827815	clean water
1.1724921064672522	drinking water
1.1638858806247787	potable water
1.1394356234092264	data collection
1.106753309725816	primary audience
1.1014149301315825	team members
1.0849188324144714	3 3
1.054177292512077	assessment trip
1.0528262391101695	key question
1.0456947096940645	minor repairs
1.0347364698925794	routine maintenance
0.9900651435322918	storage tanks
0.9849823970061726	1 2
0.9605231406726699	14 of
0.9562546245107604	water source
0.9385925015560327	dry season
0.934925291661679	key questions
0.9332723057605076	water distribution
0.9303199439762454	5 6
0.9158459003809376	local partner
0.9002700930298306	maintenance fund
0.8986358247616123	4 4
0.8978233675420578	in 2009
0.8976030387395735	4 5
0.864537686196806	water samples
0.8583870247130627	focus group
0.8535588227955613	collect data
0.8435913319621894	qualitative data
0.8281005616435074	spring box
0.8209860338095536	flow rates
0.8166337760803182	community leaders
0.7779024818288942	100 words
0.7757263998591162	9 1
0.775101138900169	6 7
0.7695720792581721	rainwater harvesting
0.7453256355657734	water treatment
0.74459659193608	water sources
0.7425473907625756	lack of
0.7402826533178057	water committee members
0.7371035557911494	close the partnership
0.7362384555613505	clean drinking
0.7284134760536425	0 0
0.7259415749532049	bank account
0.7233748892310028	record keeping
0.7230167548568753	8 9
0.7230167548568753	4 4 4
0.71970978629961	long term
0.7169783649455898	logical framework
0.7042255948834563	biosand filters
0.6998048391273494	public health
0.6885412694905003	days per month
0.6865345108161836	committee members
0.6846878640024575	water committees
0.6814095978268536	community based
0.6757622873262756	primary school
0.6725158225136136	faculty advisor
0.6723469993296906	photo documentation
0.6714440996272012	water pressure
0.6679425232488115	0 0 0
0.6665411719120689	1 0
0.6644793848333834	7 7
0.6639715603394625	actual evaluation
0.6594267271383543	pressure data
0.6578672245983302	water point
0.646873088703113	collect water
0.6449746332386388	treated water
0.6434946568467257	water board
0.6428003623569087	distribution system
0.6348678640946449	community capacity
0.6343011370268625	water supplied
0.6340931854508495	water level
0.6335326609771053	based on
0.6256209176213455	systemic change
0.6221515860930329	access to
0.6207126336994329	number of
0.6190865390900295	carried out
0.6135125035993206	evidence of routine maintenance
0.5986474792245883	responsible for
0.5986427151925524	ability to
0.5985273003180434	of 9
0.5984683418197428	determine if
0.5962535141802153	0 0 0 0
0.5944251563536451	evaluation trip
0.5927656925629058	0 1 0
0.5927656925629058	0 0 0 0 0
0.5927656925629058	in 2015
0.5927656925629058	3 3 3 3
0.5927656925629058	10 10
0.5913796259559344	6 6
0.5913796259559344	3 3 3 3 3
0.5893124774490557	5 5 5
0.5842267052674429	water sampling
0.57980700149744	shower project
0.578738994243754	national office
0.5782058928312678	meet with
0.5672114611173531	distributed team
0.5670570743286023	evaluation activities
0.5637467063272157	future projects
0.5518814079256408	majority of
0.5515326057734323	operations and maintenance
0.5364563870296051	maintenance manual
0.5222115808621316	supply project
0.5201535926007852	water sample
0.5183711019005678	monitoring and evaluation
0.5118195869379126	of 21
0.5104711761343228	11 11
0.5095269786993215	water system
0.5016162423526217	no longer
0.4978676098672022	y n
0.49089689370147416	relationship with
0.49073614761523116	partnership with
0.4846556158138623	to ensure
0.4789922627529758	monitoring activities
0.4783710739395206	focused on
0.47647204291727163	the water committee
0.47305586592143567	this trip
0.4597563314864521	tap water
0.4573923929554047	community ownership
0.45120608105422355	the community
0.4489542499909652	will be
0.4489276593996586	team visited
0.4484546709586419	the team
0.44837825671851056	project lead
0.44809441051716276	monitoring trip
0.442865517400705	a lot
0.4389988463040029	ecological latrines
0.4385757325193373	has been
0.4334790034949695	to determine
0.4317943014689861	understanding of
0.4316300483706304	traveling mentor
0.42879615668461857	effectiveness of
0.42657971133956046	prior to
0.4256550858248955	evaluation scope
0.4210470979871566	latrine project
0.41935846785986736	field staff
0.41546883623912895	phase of the partnership
0.4129270686995786	scope of
0.41198202098095854	needed to
0.41162083249943515	led to
0.4108209459998425	implementation of
0.40520114254353373	have been
0.40513404125755487	community agreement
0.40469989103941734	to address
0.403313657881848	health and safety
0.4023571317172928	nos partenaires
0.4009847422396252	learn from
0.3997981415926148	as a result
0.39862273009775157	of 15
0.39705227565247503	12 12
0.3951065629482393	maintenance plan
0.39427779373338284	o n
0.39413183263717366	11 11 11
0.39413183263717366	12 12 12 12
0.3927202205621654	in order
0.3919033943223312	12 12 12 12 12
0.39175657814917203	ensure that
0.391545192588624	meeting with
0.39003048910422633	12 12 12 12 12 12
0.39003048910422633	13 13 13
0.38992481343560176	this report
0.3898476375184545	make sure
0.3895437226668829	per month
0.389037960380451	our team
0.38818555030534724	indicator question
0.3870640165171127	13 13 13 13
0.3870640165171127	7 7 7
0.386998987783412	will continue
0.38317105468449164	quality of
0.3816789405884928	2018 monitoring
